Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
,ઓહ,,,,,,,
,!,,,,,,,
,”,,,,,,,
,,,,,,,,
17,સંપૂર્ણ,,,,,,,
,શાંતિ,,,,,,,
,.,,,,,,,
,,,,,,,,
18,અને,,,,,,,
,એક,,,,,,,
,પ્રકારના,,ના,Characteristic,Identity,,,
,અણગમા,,,,,,,
,સાથે,,સાથે,Manner,Manner,,,This is probably Manner
,એ,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Agent,Agent,,,
,જાણે,,,,,,,
,અચાનક,,,,,,,
,હુમલો,,,,,,,
,જ,,જ,Focus,Focus,,,
,કર્યો,,,,,,,
,:,,,,,,,
,“,,,,,,,
,ના,,,,,,,
,",",,,,,,,
,ના,,,,,,,
,.,,,,,,,
,,,,,,,,
19,હું,,,,,,,
,તમારી,,ની,Originator,Gestalt,,,
,વાત,,,,,,,
,સાચી,,,,,,,
,નથી,,,,,,,
,માનતો,,,,,,,
,.,,,,,,,
,,,,,,,,
20,ફૂલો,,,,,,,
,તો,,તો,Focus,Focus,,,
,ઘણા,,,,,,,
,જ,,જ,Focus,Focus,,,
,નાજુક,,,,,,,
,હોય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
21,એ,,,,,,,
,નિર્દોષ,,,,,,,
,",",,,,,,,
,ભોળાં,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
22,ફૂલો,,,,,,,
,હમેશા,,,,,,,
,પોતાની,,,,,,,
,જાતને,,ને,Experiencer,Recipient,,,
,એમ,,,,,,,
,મનાવતાં,,,,,,,
,હોય,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,કાંટા,,,,,,,
,એ,,,,,,,
,એમનું,,નું,Possessor,Possessor,,,
,બહુ,,,,,,,
,જ,,જ,Focus,Focus,,,
,શક્તિશાળી,,,,,,,
,હથિયાર,,,,,,,
,છે,,,,,,,
,…,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
23,મેં,,એ,Agent,Agent,,,
,જવાબ,,,,,,,
,આપ્યો,,,,,,,
,નહીં,,,,,,,
,.,,,,,,,
,,,,,,,,
24,એ,,,,,,,
,ક્ષણે,,એ,Time,Time,,,
,હું,,,,,,,
,મારી,,,,,,,
,જાતને,,ને,Recipient,Recipient,,,
,કહી,,,,,,,
,રહ્યો,,,,,,,
,હતો,,,,,,,
,:,,,,,,,
,“,,,,,,,
,જો,,,,,,,
,આ,,,,,,,
,સ્ક્રૂ,,,,,,,
,હવે,,,,,,,
,સરખી,,,,,,,
,રીતે,,રીતે,Manner,Manner,,,
,ફરશે,,,,,,,
,નહીં,,,,,,,
,તો,,તો,`,,,,
,હું,,,,,,,
,એને,,ને,Theme,Theme,,,
,હથોડો,,,,,,,
,મારીને,,,,,,,
,કાઢી,,,,,,,
,નાખવાનો,,,,,,,
,છું,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
25,ત્યાં,,,,,,,
,તો,,તો,Focus,Focus,,,
,ફરીથી,,થી,Frequency,Frequency,,,
,એ,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,મારા,,ના,Experiencer,Gestalt,,,
,વિચારોમાં,,માં,Theme,Theme,,,
,ખલેલ,,,,,,,
,પહોંચાડી,,,,,,,
,:,,,,,,,
,,,,,,,,
26,“,,,,,,,
,તમે,,,,,,,
,શું,,,,,,,
,સાચે,,,,,,,
,જ,,જ,Focus,Focus,,,
,એમ,,,,,,,
,માનો,,,,,,,
,છો,,,,,,,
,કે,,,,,,,
,ફૂલ,,,,,,,
,…,,,,,,,
,”,,,,,,,
,,,,,,,,
27,“,,,,,,,
,નારે,,,,,,,
,…,,,,,,,
,ના,,,,,,,
,!,,,,,,,
,”,,,,,,,
,મેં,,એ,Originator,Agent,,,
,લગભગ,,,,,,,
,ચીસ,,,,,,,
,પાડી,,,,,,,
,.,,,,,,,
,,,,,,,,
28,“,,,,,,,
,ના,,,,,,,
,…,,,,,,,
,ના,,,,,,,
,…,,,,,,,
,ના,,,,,,,
,...,,,,,,,
,હું,,,,,,,
,કશું,,,,,,,
,ય,,ય,Focus,Focus,,,
,માનતો,,,,,,,
,નથી,,,,,,,
,મેં,,એ,Originator,Agent,,,
,તો,,,,,,,
,મારા,,ના,Whole,Whole,,,
,મનમાં,,માં,Goal,Locus,,,
,જે,,,,,,,
,વાત,,,,,,,
,પહેલી,,,,,,,
,આવી,,,,,,,
,એ,,,,,,,
,તને,,ને,Recipient,Recipient,,,
,કહી,,,,,,,
,નાખી,,,,,,,
,.,,,,,,,
,,,,,,,,
29,આ,,,,,,,
,તું,,,,,,,
,નથી,,,,,,,
,જોતો,,,,,,,
,-,,,,,,,
,હું,,,,,,,
,કેટલા,,,,,,,
,અગત્યના,,ના,Characteristic,Identity,,,
,-,,,,,,,
,પરિણામલક્ષી,,,,,,,
,--,,,,,,,
,કામમાં,,માં,Circumstance,Circumstance,,,
,વ્યસ્ત,,,,,,,
,છું,,,,,,,
,!,,,,,,,
,”,,,,,,,
,,,,,,,,
30,એના,,ના,Goal,Locus,1:1,,
,પર,,પર,,,1:2,,
,જાણે,,,,,,,
,વિજળી,,,,,,,
,ત્રાટકી,,,,,,,
,હોય,,,,,,,
,એમ,,,,,,,
,એ,,,,,,,
,મને,,ને,Stimulus,Theme,,,Compare with ex. 259
,તાકી,,,,,,,
,જ,,જ,Focus,Focus,,,
,રહ્યો,,,,,,,
,:,,,,,,,
,“,,,,,,,
,અગત્યનું,,નું,Characteristic,Identity,,,
,પરિણામલક્ષી,,,,,,,
,કામ,,,,,,,
,!,,,,,,,
,”,,,,,,,
,,,,,,,,
31,એંજિનના,,ના,Whole,Whole,,,Pretty sure about this 
,તેલથી,,થી,Causer,Source,,,
,કાળીમેશ,,,,,,,
,થઈ,,,,,,,
,ગયેલી,,,,,,,
,આંગળીઓવાળો,,વાળો,PartPortion,Characteristic,,,
,અને,,,,,,,
,હાથમાં,,માં,Locus,Locus,,,
,હથોડી,,,,,,,
,પકડેલો,,,,,,,
,હું,,,,,,,
,એ,,,,,,,
,રાજકુમારને,,ને,Experiencer,Recipient,,,See ex.88 Hindi
,અત્યંત,,,,,,,
,કદરૂપું,,,,,,,
,લાગે,,,,,,,
,એવા,,,,,,,
,મશીન,,,,,,,
,પર,,પર,Locus,Locus,,,
,",",,,,,,,
,હું,,,,,,,
,વાંકો,,,,,,,
,વળેલો,,,,,,,
,-,,,,,,,
,આવી,,,,,,,
,હાલતમાં,,માં,Circumstance,Circumstance,,,Dosen't satisfy any other supersense
,એ,,,,,,,
,મને,,ને,Stimulus,Theme,,,See 414
,તાકી,,,,,,,
,રહ્યો,,,,,,,
,...,,,,,,,
,,,,,,,,
32,“,,,,,,,
,અરે,,,,,,,
,તું,,,,,,,
,તો,,તો,Focus,Focus,,,
,વડિલોની,,ની,Manner,ComparisonRef,1:1,,
,જેમ,,જેમ,,,1:2,,
,જ,,જ,Focus,Focus,,,
,વાતો,,,,,,,
,કરે,,,,,,,
,છે,,,,,,,
,!,,,,,,,
,”,,,,,,,
,,,,,,,,
33,મને,,ને,Experiencer,Recipient,,,
,મારી,,,,,,,
,જાત,,,,,,,
,પર,,પર,Stimulus,Theme,,,
,શરમ,,,,,,,
,આવી,,,,,,,
,.,,,,,,,
,,,,,,,,
34,પરંતુ,,,,,,,
,એણે,,એ,Originator,Agent,,,
,તો,,તો,Focus,Focus,,,
,કહ્યે,,,,,,,
,જ,,જ,Focus,Focus,,,
,રાખ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
35,“,,,,,,,
,તું,,,,,,,
,બધું,,,,,,,
,જ,,જ,Focus,Focus,,,
,સેળભેળ,,,,,,,
,કરી,,,,,,,
,દે,,,,,,,
,છે,,,,,,,
,......,,,,,,,
,તું,,,,,,,
,બધું,,,,,,,
,જ,,જ,Focus,Focus,,,
,ગૂંચવી,,,,,,,
,દે,,,,,,,
,છે,,,,,,,
,.........,,,,,,,
,”,,,,,,,
,,,,,,,,
36,એ,,,,,,,
,સાચે,,,,,,,
,જ,,જ,Focus,Focus,,,
,ખૂબ,,,,,,,
,ગુસ્સે,,,,,,,
,થઈ,,,,,,,
,ગયો,,,,,,,
,હતો,,,,,,,
,.,,,,,,,
,,,,,,,,
37,એણે,,એ,Agent,Agent,,,
,એનાં,,નાં,Whole,Whole,,,
,સોનેરી,,,,,,,
,જુલ્ફાં,,,,,,,
,હવામાં,,માં,Locus,Locus,,,
,ઉલાળ્યા,,,,,,,
,.,,,,,,,
,,,,,,,,
38,“,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,એક,,,,,,,
,એવા,,,,,,,
,ગ્રહની,,ની,Topic,Topic,,,
,ખબર,,,,,,,
,છે,,,,,,,
,જ્યાં,,,,,,,
,એક,,,,,,,
,લાલ,,,,,,,
,ચહેરાવાળો,,વાળો,PartPortion,Characteristic,,,
,માણસ,,,,,,,
,રહે,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
39,એણે,,એ,Experiencer,Agent,,,
,ક્યારેય,,,,,,,
,કોઈ,,,,,,,
,ફૂલ,,,,,,,
,સૂંઘ્યું,,,,,,,
,જ,,જ,Focus,Focus,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
40,એણે,,એ,Experiencer,Agent,,,
,ક્યારેય,,,,,,,
,કોઈ,,,,,,,
,તારલા,,,,,,,
,સામે,,સામે,Stimulus,Direction,,,
,જોવું,,,,,,,
,જ,,જ,Focus,Focus,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
41,એણે,,એ,Agent,Agent,,,
,એના,,ના,Theme,Gestalt,,,
,જીવનમાં,,માં,Circumstance,Circumstance,,,
,આંકડા,,,,,,,
,ગણવા,,,,,,,
,સિવાય,,સિવાય,PartPortion,PartPortion,,,
,બીજું,,,,,,,
,કાંઈ,,,,,,,
,કર્યું,,,,,,,
,જ,,જ,Focus,Focus,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
42,એ,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,આખો,,,,,,,
,દિવસ,,,,,,,
,તારા,,ના,ComparisonRef,ComparisonRef,1:1,,
,જેવું,,જેવું,,,1:2,,
,જ,,જ,Focus,Focus,,,
,બોલ્યા,,,,,,,
,કરે,,,,,,,
,છે,,,,,,,
,:,,,,,,,
,હું,,,,,,,
,ઘણા,,,,,,,
,જ,,જ,Focus,Focus,,,
,અગત્યના,,ના,Characteristic,Identity,,,
,પરિણામલક્ષી,,,,,,,
,કામમાં,,માં,Circumstance,Circumstance,,,See line 400
,વ્યસ્ત,,,,,,,
,છું,,,,,,,
,!,,,,,,,
,,,,,,,,
43,અને,,,,,,,
,આવું,,,,,,,
,કહી,,,,,,,
,એ,,,,,,,
,ગર્વથી,,થી,Causer,Source,,,Also confusing in Hindi annotation. See Hindi annotation ch 7 539
,ફૂલાય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
44,પણ,,પણ,`,,,,
,એ,,,,,,,
,માણસ,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
45,એ,,,,,,,
,તો,,તો,`,,,,
,એક,,,,,,,
,વનસ્પતિ-માત્ર,,,,,,,
,બિલાડીનો,,નો,Gestalt,Gestalt,,,Need to confirm what ટોપ is. According to Guj. Lexicon it means a helmet of sort
,ટોપ,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,“,,,,,,,
,,,,,,,,
46,“,,,,,,,
,શું,,,,,,,
,?,,,,,,,
,”,,,,,,,
,,,,,,,,
47,“,,,,,,,
,બિલાડીનો,,નો,Gestalt,Gestalt,,,See line 611
,ટોપ,,,,,,,
,.,,,,,,,
,”,,,,,,,
,,,,,,,,
48,એ,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારનો,,નો,Whole,Whole,,,
,ચહેરો,,,,,,,
,હવે,,,,,,,
,તો,,તો,Focus,Focus,,,
,ગુસ્સાથી,,થી,Causer,Source,,,
,સફેદ,,,,,,,
,થઈ,,,,,,,
,ગયો,,,,,,,
,હતો,,,,,,,
,.,,,,,,,
,,,,,,,,
49,“,,,,,,,
,ફૂલો,,,,,,,
,તો,,તો,Focus,Focus,,,
,લાખો,,,,,,,
,વર્ષોથી,,થી,StartTime,Interval,,,
,કાંટાઓની,,ની,Locus,Locus,1:1,,"Is there a possibility that this is used in the ""Ancillary"" sense"
,વચ્ચે,,વચ્ચે,,,1:2,,
,જ,,જ,Focus,Focus,,,
,ઉગી,,,,,,,
,રહ્યા,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
50,છતાં,,,,,,,
,લાખો,,,,,,,
,વર્ષોથી,,થી,StartTime,Interval,,,See line 645
,ઘેટાં,,,,,,,
,ફૂલોને,,ને,Theme,Theme,,,
,ખાઈ,,,,,,,
,જાય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
51,અને,,,,,,,
,એ,,,,,,,
,શું,,,,,,,
,મહત્ત્વની,,ની,Characteristic,Characteristic,1:1,,
,બીના,,બીના,,,1:2,,
,નથી,,,,,,,
,કે,,,,,,,
,જેનો,,નો,Topic,Topic,,,
,એમને,,ને,Beneficiary,Recipient,,,
,કાંઈ,,,,,,,
,જ,,જ,Focus,Focus,,,
,ઉપયોગ,,,,,,,
,નથી,,,,,,,
,એવા,,,,,,,
,કાંટાઓને,,ને,Theme,Theme,,,
,પણ,,પણ,Focus,Focus,,,
,ફૂલો,,,,,,,
,પોતાની,,ની,Ancillary,Ancillary,2:1,,
,સાથે,,સાથે,,,2:2,,
,જ,,જ,Focus,Focus,,,
,ઉગાડવાની,,,,,,,
,જહેમત,,,,,,,
,ઉઠાવે,,,,,,,
,છે,,,,,,,
,?,,,,,,,
,,,,,,,,
52,શું,,,,,,,
,ઘેટાં,,,,,,,
,અને,,,,,,,
,ફૂલો,,,,,,,
,વચ્ચેનું,,વચ્ચેનું,Agent,Whole,,,"Compound which functions as a singular ""between"""
,યુદ્ધ,,,,,,,
,મહત્ત્વનું,,નું,Characteristic,Identity,,,
,નથી,,,,,,,
,?,,,,,,,
,,,,,,,,
53,આ,,,,,,,
,વાત,,,,,,,
,શું,,,,,,,
,પેલા,,,,,,,
,જાડીયા,,,,,,,
,",",,,,,,,
,રાતા,,,,,,,
,મોં,,,,,,,
,વાળા,,વાળા,PartPortion,Characteristic,,,
,માણસના,,ના,Originator,Gestalt,,,
,આંકડાઓ,,,,,,,
,કરતાં,,કરતાં,ComparisonRef,ComparisonRef,1:1,,
,વધુ,,વધુ,,,1:2,,
,મહત્ત્વની,,ની,Characteristic,Identity,,,
,નથી,,,,,,,
,?,,,,,,,
,,,,,,,,
54,અને,,,,,,,
,હું,,,,,,,
,જે,,,,,,,
,એક,,,,,,,
,ફૂલને,,ને,Stimulus,Theme,,,
,જાણું,,,,,,,
,છું,,,,,,,
,એ,,,,,,,
,તો,,તો,Focus,Focus,,,
,અદ્વિતીય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
55,એનું,,નું,Theme,Theme,,,
,અસ્તિત્વ,,,,,,,
,બીજે,,,,,,,
,ક્યાંય,,,,,,,
,નહીં,,,,,,,
,પણ,,પણ,`,,,,
,માત્ર,,,,,,,
,મારા,,ના,Gestalt,Gestalt,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,જ,,જ,Focus,Focus,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
56,એને,,ને,Theme,Theme,,,
,એકાદ,,,,,,,
,સવારે,,એ,Time,Time,,,
,કોઈ,,,,,,,
,બેધ્યાન,,,,,,,
,રીતે,,રીતે,Manner,Manner,,,
,ચરતું,,,,,,,
,ઘેટું,,,,,,,
,ચાવી,,,,,,,
,જાય,,,,,,,
,-,,,,,,,
,ઓહ,,,,,,,
,!,,,,,,,
,શું,,,,,,,
,આ,,,,,,,
,વાતનું,,નું,Theme,Theme,,,
,કોઈ,,,,,,,
,મહત્ત્વ,,,,,,,
,જ,,જ,Focus,Focus,,,
,નથી,,,,,,,
,?,,,,,,,
,”,,,,,,,
,,,,,,,,
57,એનો,,નો,Whole,Whole,,,
,ચહેરો,,,,,,,
,સફેદમાંથી,,માંથી,Source,Source,,,
,ધીમે,,,,,,,
,ધીમે,,,,,,,
,રાતો,,,,,,,
,થવા,,,,,,,
,માંડ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
58,એણે,,એ,Originator,Agent,,,
,આગળ,,,,,,,
,ચલાવ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
59,“,,,,,,,
,જો,,,,,,,
,કોઈ,,,,,,,
,ફૂલને,,ને,Stimulus,Theme,,,See line 721
,ચાહે,,,,,,,
,છે,,,,,,,
,તો,,તો,`,,,,
,",",,,,,,,
,લાખો,,,,,,,
,તારાઓની,,ની,Locus,Locus,1:1,,
,વચ્ચે,,વચ્ચે,,,1:2,,
,ખીલનાર,,,,,,,
,એક,,,,,,,
,માત્ર,,,,,,,
,એ,,,,,,,
,ફૂલને,,ને,Stimulus,Theme,,,
,જોઈને,,,,,,,
,જ,,જ,Focus,Focus,,,
,એ,,,,,,,
,ખુશ,,,,,,,
,થઈ,,,,,,,
,જાય,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
60,એ,,,,,,,
,પોતાની,,,,,,,
,જાતને,,ને,Recipient,Recipient,,,
,કહી,,,,,,,
,શકે,,,,,,,
,છે,,,,,,,
,:,,,,,,,
,મારું,,,,,,,
,પોતાનું,,નું,Possessor,Possessor,,,
,ફૂલ,,,,,,,
,ખીલી,,,,,,,
,રહ્યું,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
61,પણ,,પણ,`,,,,
,જે,,,,,,,
,કોઈ,,,,,,,
,ઘેટું,,,,,,,
,એ,,,,,,,
,ફૂલ,,,,,,,
,ખાઈ,,,,,,,
,જાય,,,,,,,
,તો,,તો,`,,,,
,એક,,,,,,,
,ક્ષણમાં,,માં,Duration,Duration,,,
,જ,,જ,Focus,Focus,,,
,એના,,ના,Theme,Gestalt,,,
,જીવનના,,ના,Theme,Theme,,,
,બધા,,,,,,,
,જ,,જ,Focus,Focus,,,
,તારલાઓ,,,,,,,
,અંધકારમાં,,માં,Goal,Circumstance,,,
,ડૂબી,,,,,,,
,જાય,,,,,,,
,…,,,,,,,
,અને,,,,,,,
,તું,,,,,,,
,આ,,,,,,,
,વાતને,,ને,Theme,Theme,,,Topic?
,મહત્ત્વની,,ની,Characteristic,Identity,,,
,નથી,,,,,,,
,ગણતો,,,,,,,
,!,,,,,,,
,”,,,,,,,
,,,,,,,,
62,એ,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,વધુ,,,,,,,
,કાંઈ,,,,,,,
,બોલી,,,,,,,
,શક્યો,,,,,,,
,નહીં,,,,,,,
,.,,,,,,,
,,,,,,,,
63,એના,,ના,Originator,Gestalt,,,
,શબ્દો,,,,,,,
,ધીમા,,,,,,,
,ડૂસકાંઓમાં,,માં,Circumstance,Circumstance,,,Idiomatic?
,ડૂબી,,,,,,,
,ગયા,,,,,,,
,.,,,,,,,
,,,,,,,,
64,રાત,,,,,,,
,પડી,,,,,,,
,ગઈ,,,,,,,
,હતી,,,,,,,
,.,,,,,,,
,,,,,,,,
65,મેં,,એ,Agent,Agent,,,
,મારા,,ના,Possessor,Possessor,,,
,સાધનો,,,,,,,
,મારા,,ના,Whole,Whole,,,
,હાથમાંથી,,માંથી,Source,Source,,,
,નીચે,,,,,,,
,પડી,,,,,,,
,જવા,,,,,,,
,દીધા,,,,,,,
,.,,,,,,,
,,,,,,,,
66,મારી,,ની,Possessor,Possessor,,,
,હથોડી,,,,,,,
,કે,,,,,,,
,સ્ક્રૂ,,,,,,,
,અથવા,,,,,,,
,તરસ,,,,,,,
,કે,,,,,,,
,મોતનો,,નો,Theme,Theme,,,
,શું,,,,,,,
,અર્થ,,,,,,,
,હતો,,,,,,,
,?,,,,,,,
,,,,,,,,
67,એક,,,,,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,",",,,,,,,
,મારા,,ના,Gestalt,Gestalt,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,",",,,,,,,
,આ,,,,,,,
,પૃથ્વી,,,,,,,
,પર,,પર,Locus,Locus,,,
,",",,,,,,,
,એક,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારને,,ને,Experiencer,Recipient,,,
,દિલાસાની,,ની,Theme,Theme,,,Cognition
,જરૂર,,,,,,,
,હતી,,,,,,,
,.,,,,,,,
,,,,,,,,
68,મેં,,એ,Agent,Agent,,,
,એને,,ને,Theme,Theme,,,
,મારા,,ના,Whole,Whole,,,
,બંને,,,,,,,
,હાથમાં,,માં,Goal,Locus,,,
,ઊંચક્યો,,,,,,,
,અને,,,,,,,
,ધીમે,,,,,,,
,ધીમે,,,,,,,
,ઝુલાવ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
69,મેં,,એ,Originator,Agent,,,
,એને,,ને,Recipient,Recipient,,,
,કહ્યું,,,,,,,
,:,,,,,,,
,“,,,,,,,
,તું,,,,,,,
,જે,,,,,,,
,ફૂલને,,ને,Stimulus,Theme,,,
,ચાહે,,,,,,,
,છે,,,,,,,
