Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
,જેવા,,જેવા,,,1:2,,
,જ,,જ,Focus,Focus,,,
,દેખાતા,,,,,,,
,હતા,,,,,,,
,.,,,,,,,
,,,,,,,,
6,“,,,,,,,
,તમે,,,,,,,
,બધા,,,,,,,
,કોણ,,,,,,,
,છો,,,,,,,
,?,,,,,,,
,“,,,,,,,
,એણે,,એ,Originator,Agent,,,
,ઘણી,,,,,,,
,નવાઇથી,,થી,Manner,Manner,,,
,પૂછ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
7,“,,,,,,,
,અમે,,,,,,,
,ગુલાબ,,,,,,,
,છીએ,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
8,અને,,,,,,,
,રાજકુમારનું,,નું,Whole,Whole,,,
,મન,,,,,,,
,ફરી,,,,,,,
,ઉદાસ,,,,,,,
,થઇ,,,,,,,
,ગયું,,,,,,,
,.,,,,,,,
,,,,,,,,
9,એનું,,નું,Possessor,Possessor,,,
,ફૂલ,,,,,,,
,હંમેશાં,,,,,,,
,કહેતું,,,,,,,
,કે,,,,,,,
,એના,,ના,ComparisonRef,ComparisonRef,1:1,,
,જેવું,,જેવું,,,1:2,,
,બીજું,,,,,,,
,કોઇ,,,,,,,
,જ,,જ,Focus,Focus,,,
,આ,,,,,,,
,વિશ્વમાં,,માં,Locus,Locus,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
10,અને,,,,,,,
,અહીં,,,,,,,
,તો,,તો,Focus,Focus,,,
,પાંચેક,,,,,,,
,હજાર,,,,,,,
,છે,,,,,,,
,...,,,,,,,
,ને,,,,,,,
,વળી,,,,,,,
,બધા,,,,,,,
,સરખા,,,,,,,
,...,,,,,,,
,અને,,,,,,,
,તે,,,,,,,
,ય,,ય,Focus,Focus,,,
,એક,,,,,,,
,જ,,જ,Focus,Focus,,,
,બગીચામાં,,માં,Locus,Locus,,,
,!,,,,,,,
,,,,,,,,
11,“,,,,,,,
,આ,,,,,,,
,બધું,,,,,,,
,જો,,,,,,,
,મારું,,નું,Possessor,Possessor,,,
,ફૂલ,,,,,,,
,જુવે,,,,,,,
,તો,,તો,`,,,,
,એને,,ને,Experiencer,Recipient,,,
,બહુ,,,,,,,
,ગુસ્સો,,,,,,,
,આવે,,,,,,,
,“,,,,,,,
,",",,,,,,,
,એણે,,એ,Originator,Agent,,,
,પોતાની,,,,,,,
,જાતને,,ને,Recipient,Recipient,,,
,કહ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
12,પછી,,પછી,`,,,,
,તો,,તો,`,,,,
,લાંબા,,,,,,,
,વખત,,,,,,,
,સુધી,,સુધી,Duration,Duration,,,
,ખાંસતું,,,,,,,
,જ,,જ,Focus,Focus,,,
,રહે,,,,,,,
,અને,,,,,,,
,કદાચ,,,,,,,
,મૂર્છા,,,,,,,
,પામવાનો,,નો,Theme,Theme,,,
,ઢોંગ,,,,,,,
,કરે,,,,,,,
,",",,,,,,,
,જેથી,,થી,Explanation,Explanation,,,
,કોઈ,,,,,,,
,એની,,ની,Topic,Topic,,,
,હાંસી,,,,,,,
,ના,,,,,,,
,ઉડાવે,,,,,,,
,.,,,,,,,
,,,,,,,,
13,અને,,,,,,,
,મારે,,એ,Agent,Agent,,,
,એની,,ની,Beneficiary,Theme,,,
,સારવાર,,,,,,,
,કરવી,,,,,,,
,પડે,,,,,,,
,.,,,,,,,
,,,,,,,,
14,અને,,,,,,,
,જો,,,,,,,
,હું,,,,,,,
,એની,,ની,Beneficiary,Theme,,,
,સારવાર,,,,,,,
,ન,,,,,,,
,કરું,,,,,,,
,તો,,તો,`,,,,
,મને,,ને,Beneficiary,Recipient,,,
,નીચો,,,,,,,
,બતાવવા,,,,,,,
,માટે,,માટે,Purpose,Purpose,,,
,ય,,ય,Focus,Focus,,,
,એ,,,,,,,
,ફૂલ,,,,,,,
,તો,,તો,Focus,Focus,,,
,સાચે,,,,,,,
,જ,,જ,Focus,Focus,,,
,મરી,,,,,,,
,જાય,,,,,,,
,…,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
15,પછી,,,,,,,
,એણે,,એ,Originator,Agent,,,
,આગળ,,,,,,,
,વિચાર્યું,,,,,,,
,:,,,,,,,
,“,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,એમ,,,,,,,
,હતું,,,,,,,
,કે,,,,,,,
,હું,,,,,,,
,ખૂબ,,,,,,,
,ધનવાન,,,,,,,
,હતો,,,,,,,
,કારણ,,,,,,,
,કે,,,,,,,
,આખીય,,ય,Focus,Focus,,,
,દુનિયાનું,,નું,Locus,Gestalt,,,
,સૌથી,,થી,ComparisonRef,ComparisonRef,,,
,સુંદર,,,,,,,
,કૂલ,,,,,,,
,મારી,,ની,Possessor,Locus,1:1,,
,પાસે,,પાસે,,,1:2,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
16,પણ,,પણ,`,,,,
,હવે,,,,,,,
,એમ,,,,,,,
,લાગે,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,એ,,,,,,,
,તો,,તો,Focus,Focus,,,
,એક,,,,,,,
,સાવ,,,,,,,
,સાધારણ,,,,,,,
,ગુલાબ,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
17,એક,,,,,,,
,સાધારણ,,,,,,,
,ગુલાબ,,,,,,,
,",",,,,,,,
,ત્રણ,,,,,,,
,જ્વાળામુખીઓ,,,,,,,
,...,,,,,,,
,એમાંના,,માંના,PartPortion,PartPortion,,,
,એક,,,,,,,
,તો,,તો,Focus,Focus,,,
,કાયમ,,,,,,,
,માટે,,માટે,Duration,Purpose,,,
,સૂતેલો,,,,,,,
,…,,,,,,,
,અર્થાત,,,,,,,
,...,,,,,,,
,મરી,,,,,,,
,ગયેલો,,,,,,,
,…,,,,,,,
,એ,,,,,,,
,કાંઈ,,,,,,,
,બહુ,,,,,,,
,મહાન,,,,,,,
,ન,,,,,,,
,કહેવાય,,,,,,,
,…,,,,,,,
,“,,,,,,,
,,,,,,,,
18,આવું,,,,,,,
,કહીને,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,ઘાસમાં,,માં,Locus,Locus,,,
,આળોટતો,,,,,,,
,રડવા,,,,,,,
,માંડ્યો,,,,,,,
,.,,,,,,,
