Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
,ફૂલો,,,,,,,
,કરતાં,,કરતાં,ComparisonRef,ComparisonRef,,,
,તદ્દન,,,,,,,
,અલગ,,,,,,,
,દેખાતા,,,,,,,
,આ,,,,,,,
,ફૂલ,,,,,,,
,પર,,પર,Stimulus,Theme,,,
,આપણા,,ના,SocialRel,Gestalt,,,
,આ,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારનું,,નું,Whole,Whole,,,"""મન  લાગી  ગયું"" is idiomatic"
,મન,,,,,,,
,લાગી,,,,,,,
,ગયું,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
9,શું,,,,,,,
,એ,,,,,,,
,કોઈ,,,,,,,
,જુદા,,,,,,,
,જ,,જ,Focus,Focus,,,
,પ્રકારનો,,નો,Characteristic,Identity,,,
,જંગલી,,,,,,,
,છોડ,,,,,,,
,હતો,,,,,,,
,?!,,,,,,,
,,,,,,,,
10,પણ,,પણ,`,,,,
,એ,,,,,,,
,છોડ,,,,,,,
,વધતો,,,,,,,
,અટકી,,,,,,,
,ગયો,,,,,,,
,",",,,,,,,
,અને,,,,,,,
,કૂલ,,,,,,,
,ઉગાડવાની,,ની,Purpose,Purpose,,,
,તૈયારીમાં,,માં,Circumstance,Circumstance,,,
,લાગી,,,,,,,
,ગયો,,,,,,,
,.,,,,,,,
,,,,,,,,
11,જ્યારે,,,,,,,
,એ,,,,,,,
,છોડ,,,,,,,
,પર,,પર,Whole,Locus,,,
,પહેલી,,,,,,,
,કળી,,,,,,,
,દેખાઈ,,,,,,,
,ત્યારે,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,ત્યાં,,,,,,,
,હાજર,,,,,,,
,હતો,,,,,,,
,.,,,,,,,
,,,,,,,,
12,એને,,ને,Experiencer,Recipient,,,
,પહેલાં,,,,,,,
,તો,,તો,Focus,Focus,,,
,એમ,,,,,,,
,લાગ્યું,,,,,,,
,કે,,,,,,,
,કોઈ,,,,,,,
,જિન,,,,,,,
,કે,,,,,,,
,એવો,,,,,,,
,જ,,જ,Focus,Focus,,,
,કોઈ,,,,,,,
,રહસ્યમય,,,,,,,
,આકાર,,,,,,,
,એ,,,,,,,
,કળીમાંથી,,માંથી,Source,Source,,,
,બહાર,,,,,,,
,આળશે,,,,,,,
,.,,,,,,,
,,,,,,,,
13,પરંતુ,,,,,,,
,એ,,,,,,,
,ફૂલ,,,,,,,
,તો,,તો,Focus,Focus,,,
,એની,,ની,Gestalt,Gestalt,,,
,લીલી,,,,,,,
,બિછાત,,,,,,,
,પર,,પર,Locus,Locus,,,
,પોતાના,,ના,Gestalt,Gestalt,,,
,શૃંગાર,,,,,,,
,તૈયારીમાં,,માં,Circumstance,Circumstance,,,
,લાગી,,,,,,,
,ગયું,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
14,ખૂબ,,,,,,,
,જ,,જ,Focus,Focus,,,
,ધ્યાનપૂર્વક,,,,,,,
,એણે,,એ,Experiencer,Agent,,,
,રંગો,,,,,,,
,પસંદ,,,,,,,
,કર્યા,,,,,,,
,.,,,,,,,
,,,,,,,,
15,એ,,,,,,,
,કળી,,,,,,,
,ધીમે,,,,,,,
,ધીમે,,,,,,,
,સાચવી,,,,,,,
,વિચારીને,,,,,,,
,શણગાર,,,,,,,
,કરી,,,,,,,
,રહી,,,,,,,
,હતી,,,,,,,
,એણે,,એ,Agent,Agent,,,
,એક,,,,,,,
,પછી,,પછી,Manner,Manner,,,
,એક,,,,,,,
,પાંદડીઓ,,,,,,,
,ગોઠવી,,,,,,,
,.,,,,,,,
,,,,,,,,
16,બીજાં,,,,,,,
,જંગલી,,,,,,,
,ઝાડવાઓની,,ની,ComparisonRef,ComparisonRef,1:1,,
,જેમ,,જેમ,,,1:2,,
,એને,,ને,Agent,Agent,,,
,ફૂવડની,,ની,ComparisonRef,ComparisonRef,2:1,,Unsure about this one
,જેમ,,જેમ,,,2:2,,
,અવ્યવસ્થિત,,,,,,,
,રીતે,,રીતે,Manner,Manner,,,
,દુનિયાની,,ની,Locus,Locus,3:1,,Idiomatic
,સામે,,સામે,,,3:2,,
,આવવું,,,,,,,
,ન,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
17,એને,,ને,Agent,Agent,,,
,તો,,તો,Focus,Focus,,,
,પોતાના,,ના,Gestalt,Gestalt,,,
,સર્વોત્તમ,,,,,,,
,સૌંદર્યની,,ની,Gestalt,Gestalt,,,
,લાલિમા,,,,,,,
,સાથે,,સાથે,Manner,Manner,,,
,બહાર,,,,,,,
,આવવું,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
18,હા,,,,,,,
,!,,,,,,,
,એ,,,,,,,
,તો,,તો,Focus,Focus,,,
,નખરાળી,,,,,,,
,કળી,,,,,,,
,હતી,,,,,,,
,.,,,,,,,
,,,,,,,,
19,એની,,ની,Gestalt,Gestalt,,,
,આ,,,,,,,
,રહસ્યભરી,,,,,,,
,રંગરૂપની,,ની,Gestalt,Gestalt,,,
,સજ્જા,,,,,,,
,દિવસોના,,ના,Frequency,Frequency,,,
,દિવસો,,,,,,,
,સુધી,,સુધી,Extent,Extent,,,
,ચાલી,,,,,,,
,.,,,,,,,
,,,,,,,,
20,પછી,,,,,,,
,",",,,,,,,
,એક,,,,,,,
,દિવસ,,,,,,,
,",",,,,,,,
,બરાબર,,,,,,,
,સૂર્યોદયને,,ને,Time,Time,,,
,ટાણે,,,,,,,
,જ,,જ,Focus,Focus,,,
,",",,,,,,,
,એણે,,એ,Agent,Agent,,,
,આ,,,,,,,
,દુનિયામાં,,માં,Goal,Locus,,,
,આગમન,,,,,,,
,કર્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
21,અને,,,,,,,
,આટલી,,,,,,,
,મહેનતથી,,થી,Means,Means,,,
,મેળવેલ,,,,,,,
,પૂર્ણ,,,,,,,
,સૌંદર્ય,,,,,,,
,ખીલવ્યા,,,,,,,
,બાદ,,બાદ,Time,Time,,,
,એણે,,એ,Originator,Agent,,,
,એક,,,,,,,
,નાનકડું,,,,,,,
,બગાસું,,,,,,,
,ખાધું,,,,,,,
,",",,,,,,,
,અને,,,,,,,
,બોલી,,,,,,,
,:,,,,,,,
,“,,,,,,,
,આહ,,,,,,,
,!,,,,,,,
,મારી,,ની,Gestalt,Gestalt,,,
,તો,,તો,Focus,Focus,,,
,હજી,,,,,,,
,ઉંઘ,,,,,,,
,પણ,,પણ,Focus,Focus,,,
,નથી,,,,,,,
,પૂરી,,,,,,,
,થઈ,,,,,,,
,.,,,,,,,
,,,,,,,,
22,માફ,,,,,,,
,કરજો,,,,,,,
,મારા,,ના,Possessor,Possessor,,,Compare this and 310
,વસ્ત્રો,,,,,,,
,…,,,,,,,
,અ,,,,,,,
,…,,,,,,,
,મારી,,ની,Whole,Whole,,,
,પાંદડીઓ,,,,,,,
,થોડીક,,,,,,,
,અસ્તવ્યસ્ત,,,,,,,
,છે,,,,,,,
,…,,,,,,,
,”,,,,,,,
,.,,,,,,,
,,,,,,,,
23,પરંતુ,,,,,,,
,એ,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,એ,,,,,,,
,ફૂલની,,ની,Topic,Topic,,,
,પ્રસંશા,,,,,,,
,કર્યા,,,,,,,
,વગર,,વગર,Circumstance,Circumstance,,,
,રહી,,,,,,,
,શક્યો,,,,,,,
,નહીં,,,,,,,
,:,,,,,,,
,,,,,,,,
24,“,,,,,,,
,ઓહ,,,,,,,
,!,,,,,,,
,તું,,,,,,,
,સાચે,,,,,,,
,જ,,જ,Focus,Focus,,,
,કેટલું,,,,,,,
,સુંદર,,,,,,,
,છે,,,,,,,
,!,,,,,,,
,”,,,,,,,
,,,,,,,,
25,“,,,,,,,
,તે,,,,,,,
,છું,,,,,,,
,જ,,જ,Focus,Focus,,,
,ને,,,,,,,
,!,,,,,,,
,“,,,,,,,
,અત્યંત,,,,,,,
,મીઠાશથી,,થી,Manner,Manner,,,
,ફૂલ,,,,,,,
,બોલ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,વળી,,,,,,,
,મારો,,નો,Theme,Theme,,,
,જન્મ,,,,,,,
,સૂર્યના,,ના,Theme,Theme,,,
,જન્મની,,ની,Ancillary,Ancillary,1:1,,
,સાથે,,સાથે,,,1:2,,
,જ,,જ,Focus,Focus,,,
,થયો,,,,,,,
,હતો,,,,,,,
,…,,,,,,,
,”,,,,,,,
,,,,,,,,
26,નાનકડા,,,,,,,
,રાજકુમારને,,ને,Experiencer,Agent,,,
,એ,,,,,,,
,ફૂલના,,ના,Gestalt,Gestalt,,,
,ગુમાનનો,,નો,Topic,Topic,,,
,ખ્યાલ,,,,,,,
,તો,,તો,Focus,Focus,,,
,આવ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
27,પણ,,પણ,`,,,,
,ખરેખર,,,,,,,
,એ,,,,,,,
,ફૂલ,,,,,,,
,ખૂબ,,,,,,,
,ગમી,,,,,,,
,જાય,,,,,,,
,એવું,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
28,“,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,લાગે,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,હવે,,,,,,,
,સવારના,,ના,Time,Time,,,Should it be Charc-> Identity
,નાસ્તાનો,,નો,Purpose,Purpose,,,
,સમય,,,,,,,
,થઈ,,,,,,,
,ગયો,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
29,અને,,,,,,,
,એકાદ,,,,,,,
,ક્ષણ,,,,,,,
,પછી,,પછી,Time,Time,,,
,ફૂલે,,એ,Originator,Agent,,,
,ઉમેર્યું,,,,,,,
,“,,,,,,,
,મારી,,ની,Gestalt,Gestalt,,,
,જરૂરિયાતનો,,નો,Theme,Theme,,,
,તને,,ને,Experiencer,Recipient,,,
,ખ્યાલ,,,,,,,
,હોય,,,,,,,
,તો,,,,,,,
,…,,,,,,,
,”,,,,,,,
,અને,,,,,,,
,",",,,,,,,
,એ,,,,,,,
,ફૂલની,,ની,Gestalt,Gestalt,,,See line 373
,શાનથી,,થી,Stimulus,Source,,,
,અવાક,,,,,,,
,થઈ,,,,,,,
,ગયેલો,,,,,,,
,આપણો,,નો,SocialRel,Gestalt,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,પાણીની,,ની,Characteristic,Stuff,,,See Hindi guidelines Ex.205
,ઝારી,,,,,,,
,લેવા,,,,,,,
,દોડયો,,,,,,,
,.,,,,,,,
,,,,,,,,
30,તે,,,,,,,
,દિવસ,,,,,,,
,પછી,,પછી,Time,Time,,,
,તો,,તો,Focus,Focus,,,
,એ,,,,,,,
,પેલા,,,,,,,
,ફૂલની,,ની,Theme,Theme,,,
,સારી,,,,,,,
,એવી,,,,,,,
,કાળજી,,,,,,,
,લેવા,,,,,,,
,માંડ્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
31,એટલે,,,,,,,
,એ,,,,,,,
,ફૂલ,,,,,,,
,તો,,તો,Focus,Focus,,,
,પોતાનાં,,નાં,Gestalt,Gestalt,,,See line 373
,અનેક,,,,,,,
,નખરાંથી,,થી,Means,Means,,,
,નાનકડા,,,,,,,
,રાજકુમારને,,ને,Experiencer,Recipient,,,
,હેરાન,,,,,,,
,કરવા,,,,,,,
,માંડ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
32,જેમકે,,,,,,,
,",",,,,,,,
,એક,,,,,,,
,દિવસ,,,,,,,
,એ,,,,,,,
,પોતાના,,ના,Whole,Whole,,,
,ચાર,,,,,,,
,કાંટાઓ,,,,,,,
,વિષે,,વિષે,Topic,Topic,,,
,બડાઈ,,,,,,,
,મારવા,,,,,,,
,માંડ્યું,,,,,,,
,:,,,,,,,
,“,,,,,,,
,ગમે,,,,,,,
,તેવો,,,,,,,
,મોટો,,,,,,,
,સિંહ,,,,,,,
,ભલે,,,,,,,
,ને,,,,,,,
,એના,,ના,Whole,Whole,,,
,પંજાઓ,,,,,,,
,વડે,,વડે,Instrument,Instrument,,,
,મને,,ને,Theme,Theme,,,
,મારવા,,,,,,,
,ધસી,,,,,,,
,આવે,,,,,,,
,…,,,,,,,
,!,,,,,,,
,”,,,,,,,
,,,,,,,,
33,“,,,,,,,
,પણ,,પણ,`,,,,
,મારા,,ના,Gestalt,Gestalt,,,
,આ,,,,,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,એકેય,,ય,Focus,Focus,,,
,સિંહ,,,,,,,
,નથી,,,,,,,
,",",,,,,,,
,”,,,,,,,
,નાનકડા,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,પ્રતિકાર,,,,,,,
,કર્યો,,,,,,,
,.,,,,,,,
,,,,,,,,
34,એણે,,એ,Originator,Agent,,,
,ઉમેર્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,અને,,,,,,,
,",",,,,,,,
,આમેય,,ય,Focus,Focus,,,
,સિંહ,,,,,,,
,કાંઈ,,,,,,,
,આવાતેવા,,,,,,,
,છોડવાઓને,,ને,Theme,Theme,,,
,તો,,તો,Focus,Focus,,,
,ન,,,,,,,
,જ,,જ,Focus,Focus,,,
,ખાય,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
35,“,,,,,,,
,હું,,,,,,,
,કાંઈ,,,,,,,
,આવોતેવો,,,,,,,
,છોડ,,,,,,,
,નથી,,,,,,,
,",",,,,,,,
,”,,,,,,,
,ફૂલ,,,,,,,
,ખૂબ,,,,,,,
,જ,,જ,Focus,Focus,,,
,મીઠાશથી,,થી,Manner,Manner,,,
,બોલ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
36,“,,,,,,,
,માફ,,,,,,,
,કરજે,,,,,,,
,પણ,,પણ,`,,,,
,…,,,,,,,
,”,,,,,,,
,,,,,,,,
37,“,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,સિંહની,,ની,Stimulus,Theme,,,
,જરાય,,ય,Focus,Focus,,,
,બીક,,,,,,,
,નથી,,,,,,,
,લાગતી,,,,,,,
,.,,,,,,,
,,,,,,,,
38,પણ,,પણ,`,,,,
,જોરથી,,થી,Manner,Manner,,,
,સૂસવાતા,,,,,,,
,પવનની,,ની,Stimulus,Theme,,,
,બીક,,,,,,,
,લાગે,,,,,,,
,ખરી,,,,,,,
,.,,,,,,,
,,,,,,,,
39,તું,,,,,,,
,મને,,ને,Beneficiary,Recipient,,,
,એક,,,,,,,
,પડદો,,,,,,,
,ન,,,,,,,
,બનાવી,,,,,,,
,આપે,,,,,,,
,?,,,,,,,
,”,,,,,,,
,,,,,,,,
40,“,,,,,,,
,હા,,,,,,,
,હા,,,,,,,
,વળી,,,,,,,
,",",,,,,,,
,જોરથી,,થી,Manner,Manner,,,
,વાતો,,,,,,,
,પવન,,,,,,,
,તો,,તો,Focus,Focus,,,
,છોડ,,,,,,,
,માટે,,માટે,Beneficiary,Beneficiary,,,
,ખરાબ,,,,,,,
,જ,,જ,Focus,Focus,,,
,કહેવાય,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
41,પછી,,,,,,,
,એણે,,એ,Originator,Agent,,,
,પોતાની,,,,,,,
,જાતને,,ને,Recipient,Recipient,,,
,જ,,જ,Focus,Focus,,,
,કહ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,આ,,,,,,,
,ફૂલને,,ને,Stimulus,Theme,,,
,સમજવું,,,,,,,
,જરા,,,,,,,
,અઘરું,,,,,,,
,છે,,,,,,,
,…,,,,,,,
,”,,,,,,,
,,,,,,,,
42,“,,,,,,,
,અને,,,,,,,
,રાત્રે,,એ,Time,Time,,,
,તું,,,,,,,
,મને,,ને,Theme,Theme,,,
,કાચના,,ના,Stuff,Stuff,,,
,ગોળાથી,,થી,Instrument,Instrument,,,
,ઢાંકજે,,,,,,,
,.,,,,,,,
,,,,,,,,
43,તારા,,ના,Gestalt,Gestalt,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,તો,,તો,Focus,Focus,,,
,બહું,,,,,,,
,જ,,જ,Focus,Focus,,,
,ઠંડી,,,,,,,
,પડે,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,,,,,,,,
44,હું,,,,,,,
,જ્યાંથી,,થી,Source,Source,,,
,આવું,,,,,,,
,છું,,,,,,,
,ત્યાં,,,,,,,
,…,,,,,,,
,”,,,,,,,
,,,,,,,,
45,પણ,,પણ,`,,,,
,ફૂલ,,,,,,,
,આગળ,,,,,,,
,બોલતાં,,,,,,,
,અટક્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
46,એ,,,,,,,
,તો,,તો,Focus,Focus,,,
,બીજ,,,,,,,
,રૂપે,,એ,Manner,Manner,,,
,અહીં,,,,,,,
,આવ્યું,,,,,,,
,હતું,,,,,,,
,ને,,,,,,,
,?,,,,,,,
,,,,,,,,
47,એને,,ને,Experiencer,Recipient,,,
,તો,,તો,Focus,Focus,,,
,બીજા,,,,,,,
,કોઈ,,,,,,,
,જગત,,,,,,,
,વિષે,,વિષે,Topic,Topic,,,
,ખ્યાલ,,,,,,,
,જ,,જ,Focus,Focus,,,
,ક્યાથી,,થી,Source,Source,,,
,હોય,,,,,,,
,?,,,,,,,
,,,,,,,,
48,પોતાનું,,નું,Originator,Gestalt,,,
,આ,,,,,,,
,જુઠ્ઠાણું,,,,,,,
,પકડાઈ,,,,,,,
,જવાથી,,થી,Explanation,Explanation,,,
,ફૂલ,,,,,,,
,થોડુંક,,,,,,,
,ઝંખવાણું,,,,,,,
,પડી,,,,,,,
,ગયું,,,,,,,
,.,,,,,,,
,,,,,,,,
49,પણ,,,,,,,
,",",,,,,,,
,તરત,,,,,,,
,જ,,જ,Focus,Focus,,,
,એણે,,એ,Agent,Agent,,,
,રાજકુમાર,,,,,,,
,પર,,પર,Theme,Theme,,,
,રોબ,,,,,,,
,જમાવવા,,,,,,,
,બે-ત્રણ,,,,,,,
,ખોંખારા,,,,,,,
,ખાઈ,,,,,,,
,લીધા,,,,,,,
,.,,,,,,,
,,,,,,,,
50,“,,,,,,,
,પડદો,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
51,“,,,,,,,
,જ્યારે,,,,,,,
,તેં,,એ,Originator,Agent,,,
,મને,,ને,Recipient,Recipient,,,
,પડદાની,,ની,Topic,Topic,,,
,વાત,,,,,,,
,કરી,,,,,,,
,ત્યારે,,,,,,,
,હું,,,,,,,
,એની,,ની,Theme,Theme,,,
,શોધમાં,,માં,Circumstance,Circumstance,,,
,જ,,જ,Focus,Focus,,,
,જઈ,,,,,,,
,રહ્યો,,,,,,,
,હતો,,,,,,,
,…,,,,,,,
,”,,,,,,,
,,,,,,,,
52,રાજકુમારની,,ની,Gestalt,Gestalt,,,See line 373
,આટલી,,,,,,,
,નમ્રતા,,,,,,,
,છતાં,,,,,,,
,એને,,ને,Experiencer,Recipient,,,
,વધુ,,,,,,,
,ઝંખવાણો,,,,,,,
,કરવા,,,,,,,
,ફૂલે,,એ,Agent,Agent,,,
,ફરીથી,,થી,Frequency,Frequency,,,
,જોરથી,,થી,Manner,Manner,,,
,ખોંખારો,,,,,,,
,ખાધો,,,,,,,
,.,,,,,,,
,,,,,,,,
53,એટલે,,,,,,,
,આપણો,,નો,SocialRel,Gestalt,,,
,આ,,,,,,,
,રાજકુમાર,,,,,,,
,જે,,,,,,,
,આમ,,,,,,,
,તો,,તો,`,,,,
,ખૂબ,,,,,,,
,જ,,જ,Focus,Focus,,,
,પ્રેમાળ,,,,,,,
,અને,,,,,,,
,નમ્ર,,,,,,,
,હતો,,,,,,,
,",",,,,,,,
,એને,,ને,Experiencer,Recipient,,,
,પેલા,,,,,,,
,ફૂલ,,,,,,,
,વિષે,,વિષે,Stimulus,Theme,,,
,શંકા,,,,,,,
,થવા,,,,,,,
,માંડી,,,,,,,
,.,,,,,,,
,,,,,,,,
54,ફૂલે,,એ,Originator,Agent,,,
,કહેલા,,,,,,,
,અર્થ,,,,,,,
,વગરના,,વગરના,Ensemble,Ancillary,,,"""words without meaning"" Should it be ensemble or partportion?"
,શબ્દોને,,ને,Theme,Recipient,,,
,પોતે,,એ,Agent,Agent,,,
,ઘણું,,,,,,,
,મહત્ત્વ,,,,,,,
,આપી,,,,,,,
,રહ્યો,,,,,,,
,છે,,,,,,,
,એ,,,,,,,
,સમજીને,,,,,,,
,એ,,,,,,,
,દુઃખી,,,,,,,
,થયો,,,,,,,
,.,,,,,,,
,,,,,,,,
55,પછી,,,,,,,
,એક,,,,,,,
,દિવસ,,,,,,,
,રાજકુમારે,,એ,Originator,Agent,,,
,મને,,ને,Recipient,Recipient,,,
,કહ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,મારે,,ને,Agent,Agent,,,
,એ,,,,,,,
,ફૂલની,,ની,Originator,Gestalt,,,
,એવી,,,,,,,
,બધી,,,,,,,
,વાતો,,,,,,,
,પર,,પર,Theme,Theme,,,
,ધ્યાન,,,,,,,
,દેવું,,,,,,,
,જોઈતું,,,,,,,
,ન,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
56,“,,,,,,,
,ખરેખર,,,,,,,
,તો,,તો,`,,,,
,ફૂલની,,ની,Originator,Gestalt,,,
,વાતો,,,,,,,
,સાંભળવી,,,,,,,
,જ,,જ,Focus,Focus,,,
,ન,,,,,,,
,જોઈએ,,,,,,,
,.,,,,,,,
,,,,,,,,
57,બસ,,,,,,,
,એની,,ની,Direction,Direction,1:1,,
,સામે,,સામે,,,1:2,,
,જોઈને,,,,,,,
,એની,,ની,Gestalt,Gestalt,,,See line 373
,સુવાસ,,,,,,,
,માત્ર,,,,,,,
,લેવી,,,,,,,
,જોઈએ,,,,,,,
,.,,,,,,,
,,,,,,,,
58,મારા,,ના,Possessor,Possessor,,,
,ફૂલની,,ની,Gestalt,Gestalt,,,See line 373
,સુવાસ,,,,,,,
,આખાય,,,,,,,
,ગ્રહ,,,,,,,
,પર,,પર,Locus,Locus,,,
,ફેલાતી,,,,,,,
,હતી,,,,,,,
,.,,,,,,,
,,,,,,,,
59,પણ,,,,,,,
,એની,,ની,Theme,Theme,,,
,મઝા,,,,,,,
,કેવી,,,,,,,
,રીતે,,રીતે,Manner,Manner,,,
,માણવી,,,,,,,
,એનું,,નું,Topic,Topic,,,
,મને,,ને,Experiencer,Recipient,,,
,ભાન,,,,,,,
,ન,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
60,સિંહના,,ના,Whole,Whole,,,
,પંજાની,,ની,Topic,Topic,,,
,વાતથી,,થી,Stimulus,Source,,,
,મારું,,નું,Whole,Whole,,,
,હૈયું,,,,,,,
,કોમળ,,,,,,,
,અને,,,,,,,
,કરૂણ,,,,,,,
,ભાવથી,,થી,Manner,Manner,,,
,ઉભરાવું,,,,,,,
,જોઈએ,,,,,,,
,એને,,ને,ComparisonRef,ComparisonRef,1:1,,
,બદલે,,બદલે,,,1:2,,
,હું,,,,,,,
,બેચેન,,,,,,,
,થઈ,,,,,,,
,ગયો,,,,,,,
,”,,,,,,,
,.,,,,,,,
,,,,,,,,
61,એણે,,એ,Originator,Agent,,,
,આગળ,,,,,,,
,ચલાવ્યું,,,,,,,
,.,,,,,,,
,,,,,,,,
62,“,,,,,,,
,જો,,,,,,,
,કે,,,,,,,
,સાચી,,,,,,,
,વાત,,,,,,,
,એ,,,,,,,
,છે,,,,,,,
,કે,,,,,,,
,મને,,ને,Experiencer,Recipient,,,
,કશું,,,,,,,
,જ,,જ,Focus,Focus,,,
,સમજાતું,,,,,,,
,નથી,,,,,,,
,.,,,,,,,
,,,,,,,,
63,લોકોની,,ની,Originator,Gestalt,,,
,વાતો,,,,,,,
,આપણે,,એ,Experiencer,Agent,,,
,કામને,,ને,Explanation,Explanation,1:1,,Completely unsure on the labels
,આધારે,,આધારે,,,1:2,,
,",",,,,,,,
,નહીં,,,,,,,
,કે,,,,,,,
,શબ્દોને,,ને,Explanation,Explanation,2:1,,
,આધારે,,આધારે,,,2:2,,
,",",,,,,,,
,માનવી,,,,,,,
,જોઈએ,,,,,,,
,",",,,,,,,
,ખરૂં,,,,,,,
,ને,,,,,,,
,?,,,,,,,
,,,,,,,,
64,પેલું,,,,,,,
,ફૂલ,,,,,,,
,એનાં,,નાં,Gestalt,Gestalt,,,See line 373
,સૌંદર્ય,,,,,,,
,અને,,,,,,,
,સુવાસ,,,,,,,
,મારા,,ના,Goal,Locus,1:1,,
,પર,,પર,,,1:2,,
,રેલાવતું,,,,,,,
,હતું,,,,,,,
,.,,,,,,,
,,,,,,,,
65,મારે,,ને,Agent,Agent,,,
,આમ,,,,,,,
,એનાથી,,થી,Source,Source,1:1,,
,દૂર,,દૂર,,,1:2,,
,ભાગી,,,,,,,
,આવવું,,,,,,,
,જોઈતું,,,,,,,
,ન,,,,,,,
,હતું,,,,,,,
,...,,,,,,,
