Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
,સાથે,saathe,સાથે,,,1:2,with,
,નહીં,nahin,,,,,neither,
,કોઈ,koi,,,,,any,
,મિકેનિક,mechanic,,,,,mechanic,
,કે,ke,,,,,nor,
,નહીં,nahin,,,,,,
,કોઈ,koi,,,,,any,
,મુસાફર,musaafar,,,,,passenger,
,.,.,,,,,.,
,,,,,,,,
5,એટલે,etle,,,,,Hence,
,સમારકામ,samaarkaam,,,,,repairwork,
,આપણે,aapne,એ,Agent,Agent,,we,Nominative
,જ,j,જ,Focus,Focus,,only,Bring it up in the meeting (https://hindilanguage.info/hindi-grammar/particles/emphatic-particles/)
,બંદા,banda,,,,,person,
,કરવા,karva,,,,,doing,
,માંડયા,maandya,,,,,started,
,.,.,,,,,.,
,,,,,,,,
6,મારે,maare,ને,Experiencer,Beneficiary,1:1,me,The scene role is an interesting discussion. Experiencer
,માટે,maate,માટે,,,1:2,for,
,તો,toh,,,,,<filler>,
,એ,e,,,,,that,
,જીવન,jeevan,,,,,life,
,અને,ane,,,,,and,
,મૃત્યુનો,mrutyuno,નો,Topic,Identity,,of death,See Example 327. The governor is related to cognition.
,પ્રશ્ન,prashna,,,,,question,
,હતો,hato,,,,,had,
,:,:,,,,,:,
,મારી,maari,ની,Possessor,Locus,1:1,me,Gen.
,પાસે,paase,પાસે,,,1:2,with,
,માંડ,maand,,,,,hardly,
,એકાદ,ekaad,,,,,about one,Guj. specific quantifier
,અઠવાડિયું,athvaadiyu,,,,,week,
,ચાલે,chaale,,,,,last,
,એટલું,etlu,,,,,that much,
,પીવાનું,pivanu,નું,Characteristic,Characteristic,,for drinking,"Example H56. what would ""water for drinking"" be?"
,પાણી,paani,,,,,water,
,હતું,hatu,,,,,had,
,.,.,,,,,.,
,,,,,,,,
7,પ્રથમ,first,,,,,first,
,"રાત્રે,","raatre,",એ,Time,Time,,on night,
,માનવ,maanav,,,,,human,
,વસવાટથી,vasaavatthi,થી,Locus,Source,,from habitation,
,હજારો,hajaaro,,,,,thousands,
,માઈલ,mile,,,,,miles,
,દૂર,door,,,,,away,Should થી દૂર be a MWE. See sentence 13.
,હું,hu,,,,,I,
,રેતીની,retini,ની,Stuff,Stuff,,of sand,Ex. 434 in schema
,શય્યા,shayya,,,,,bed,
,પર,par,પર,Locus,Locus,,on,
,સૂતો,suto,,,,,slept,
,.,.,,,,,.,
,,,,,,,,
8,મધદરિયે,madhdariye,એ,Locus,Locus,,at midsea,should it be a circumposition
,કોઈ,koi,,,,,some,
,શિલા,shila,,,,,a rock,
,સાથે,saathe,સાથે,Theme,Ancillary,,with,"collide with X. Is there instrumentality(IDT), ancillary?"
,અફળાયેલી,afdaayeli,,,,,hit,
,નાવડીના,naavdina,ના,Possession,Theme,,of boat,Occupational. Should be Org->Gestalt? 
,નાવિક,naavik,,,,,sailor,
,કરતાં,karta,કરતાં,ComparisonRef,ComparisonRef,1:1,than,Should the next word be included. Though this is a qualitative comparison and not scalar
,પણ,pan,પણ,,,1:2,even,
,વધારે,vadhaare,વધારે,,,1:3,more,
,કફોડી,kafodi,,,,,difficult,
,સ્થિતિ,sthiti,,,,,situation,
,મારી,maari,ની,Theme,Gestalt,,mine,Experiencer?
,હતી,hati,,,,,was,
,.,.,,,,,.,
,,,,,,,,
9,આથી,aathi,થી,Explanation,Explanation,,Due to this,
,સૂર્યોદય,suryoday,,,,,sunrise,
,વેળાએ,velae,એ,Time,Time,,at time,
,જયારે,jyaare,,,,,when,
,એક,ek,,,,,an,
,અત્યંત,atyant,,,,,extremely,
,"નાજુક,","naajuk,",,,,,"weak,",
,અસાધારણ,asadhaaran,,,,,unusual,
,અવાજે,avaaje,એ,Causer,Causer,,in voice,Erg. Causer because inanimate
,મને,mane,ને,Theme,Theme,,me,"Acc., This could be a Theme"
,જગાડયો,jagaadyo,,,,,woke,
,તે,te,,,,,that,
,વખતનું,vakhatnu,નું,Time,Gestalt,,(point) of time,
,મારું,maaru,નું,Experiencer,Gestalt,,my,
,આશ્ચર્ય,ascharya,,,,,surprise,
,તમે,tame,,,,,you,
,કલ્પી,kalpi,,,,,imagine,
,શકશો,shaksho,,,,,can,
,.,,,,,,,
,,,,,,,,
10,એ,e,,,,,that,
,અવાજે,avaaje,એ,Originator,Agent,,voice,Erg.
,કહ્યું,kahyu,,,,,said,
,:,:,,,,,:,
,નીકળી,nikdi,,,,,leave it,
,પડશે,padshe,,,,,,
,કે,ke,,,,,or,
,શું,shu,,,,,what,
,.,,,,,,.,
,,,,,,,,
11,તમને,tamne,ને,Experiencer,Recipient,,to you,Dative
,યાદ,yaad,,,,,remember,
,"હશે,","hashe,",,,,,might,
,મારા,maara,ના,Possessor,Possessor,,my,Same as 2
,વિમાનનો,vimanno,નો,Theme,Theme,,of plane,Same as 2
,અકસ્માત,akasmaat,,,,,accident,
,માનવવસવાટના,maanavvasvaatnaa,ના,Characteristic,Identity,,of human habitation,Doubtful. Cannot be identity cause fails the paraphrase test. Current annotation based on Example 392 and HXposition
,કોઈ,koi,,,,,any,
,પણ,pan,પણ,Focus,Focus,,<filler>,
,સ્થળથી,stalthi,થી,Locus,Source,,from place,
,હજારો,hajaaro,,,,,thousands,
,માઈલ,mile,,,,,mile,
,દૂર,door,,,,,away,
,થયો,thayo,,,,,happened,
,હતો,hato,,,,,had,
,.,.,,,,,.,
,,,,,,,,
12,છતાંય,chhataay,,,,,Nevertheless,
,આ,aa,,,,,this,
,ટચૂકડો,tachukdo,,,,,little,
,બાળક,balak,,,,,boy,
,રેતીના,retina,ના,Stuff,Stuff,,of sand,
,ડુંગરાઓમાં,dungaroma,માં,Locus,Locus,,in mounds,
,ખોવાઈ,khovaai,,,,,missing,
,ગયેલો,gayelo,,,,,went,
,અથવા,athva,,,,,or,
,તરસ-ભૂખ,taras-bhukh,,,,,thirst-hunger,
,કે,ke,,,,,or,
Already discussed,ભયથી,bhaythi,થી,Stimulus,Source,,from/out of fear,Why not Causer~>Source?
,ત્રાસેલો,traaselo,,,,,agitated,
,લાગતો,laagto,,,,,felt,
,ન,na,,,,,not,
,હતો,hato,,,,,was,
,.,.,,,,,.,
,,,,,,,,
13,એના,ena,ના,Gestalt,Gestalt,,his,
,દેખાવમાં,dekhaavma,માં,Characteristic,Locus,,in appearance,
,એવું,evu,,,,,like that,
,કશું,kashu,,,,,anything,
,જ,j,,,,,only,
,મને,mane,ને,Experiencer,Recipient,,to me,Dative
,ન,na,,,,,not,
,જડ્યું,jadyu,,,,,observed,
,જેથી,jethi,થી,Explanation,Source,,from which,"Doubtful, Contextualiation?"
,એમ,em,,,,,that,
,કહી,kahi,,,,,told,
,શકાય,shakaay,,,,,be,
,કે,ke,,,,,that,
,આ,aa,,,,,this,
,બાળક,balak,,,,,child,
,માનવવસવાટથી,maanavvasvaatthi,થી,Direction,Direction,1:1,from human habitation,
,દૂર,door,દૂર,,,1:2,away,
,એક,ek,,,,,one,
,વેરાન,veraan,,,,,secluded,
,રણમાં,rannma,માં,Locus,Locus,,in desert,
,ભૂલું,bhulu,,,,,missing,
,પડ્યું,padyu,,,,,gone,
,હોય,hoy,,,,,has,
,.,.,,,,,.,
,,,,,,,,
14,આખરે,aakhare,,,,,Finally,
,જ્યારે,jyaare,,,,,when,
,એની,eni,ની,Agent,Ancillary,1:1,him,Ex.206
,સાથે,saathe,સાથે,,,1:2,with,
,વાત,vaat,,,,,conversation,
,કરી,kari,,,,,was,
,શકું,shaku,,,,,able to,
,એવી,evi,,,,,that,
,સ્થિતિમાં,sthitima,માં,Circumstance,Circumstance,,in situation,Ex.5
,આવ્યો,aavyo,,,,,came,
,ત્યારે,tyaare,,,,,then,
,મેં,mai,એ,Originator,Agent,,I,"Ergative, transfer of information"
,એને,ene,ને,Recipient,Recipient,,to him,Dative
,"પૂછયું,",puchyu,,,,,asked,
,“,"""",,,,,"""",
,પણ,pan,પણ,`,,,but,
,...,...,,,,,...,
,તું,tu,,,,,you,
,અહીં,ahi,,,,,here,
,શું,shu,,,,,what,
,કરે,kare,,,,,are doing,
,છે,che,,,,,-,
,?,?,,,,,?,
,”,"""",,,,,"""",
,,,,,,,,
15,આના,aana,ના,Topic,Topic,,of this,Gen.Reciprocation has been merged with Explanation
,જવાબમાં,jawaabma,માં,Topic,Topic,,in answer,
,એણે,ene,એ,Originator,Agent,,He,Erg.
,અત્યંત,atyant,,,,,very,
,"સ્વસ્થતાથી,",swasthtathi,થી,Manner,Manner,,healthly,
,ધી...રે,dhe....re,,,,,slowly,
,"થી,","thi,",થી,Manner,Manner,,-,
,જાણે,jaane,,,,,seeming,
,કોઈ,koi,,,,,any,
,અતિ,ati,,,,,very,
,"મહત્ત્વની,",mahattvani,ની,Characteristic,Identity,,of importance,Adnominal
,પરિણામલક્ષી,parinaamlakshi,,,,,result oriented,
,બાબત,baabat,,,,,matter,
,વિષે,vishe,વિષે,Topic,Topic,,of subject,
,કહેતો,kehto,,,,,saying,
,હોય,hoy,,,,,is,
,તેમ,tem,,,,,like that,
,બોલ્યો,bolyo,,,,,said,
,:,:,,,,,:,
,“,"""",,,,,"""",
,મને,mane,ને,Beneficiary,Recipient,,for me,Dat.
,એક,ek,,,,,one,
,ઘેટું,ghetu,,,,,sheep,
,દોરી,dori,,,,,draw,
,આપશો,aapsho,,,,,give,
,?,?,,,,,?,
,”,"""",,,,,"""",
,,,,,,,,
16,જ્યારે,jyaare,,,,,when,
,કોઈ,koi,,,,,any,
,પણ,pan,પણ,Focus,Focus,,<filler>,
,રહસ્ય,rahasya,,,,,mystery,
,અતિ,ati,,,,,very,
,"ગૂઢ,","gudh,",,,,,deep,
,મનને,manne,ને,Stimulus,Theme,,to mind,Acc.
,મૂઢ,mudh,,,,,dumbstruck,
,કરી,kari,,,,,does,
,દેનારૂં,denaru,,,,,make,
,હોય,hoy,,,,,-,
,.,.,,,,,.,
,,,,,,,,
17,ત્યારે,tyaare,,,,,then,
,એને,ene,ને,Theme,Theme,,to him,Dat.
,નહીં,nahi,,,,,not,
,ગણકારવાની,gankaraani,ની,Purpose,Purpose,,to obey,"""courage to obey"""
,હિંમત,himmat,,,,,courage,
,કોઈ,koi,,,,,any,
,કરી,kari,,,,,is,
,શકતું,shaktu,,,,,able to,
,નથી,nathi,,,,,not,
,.,.,,,,,.,
,,,,,,,,
18,માનવવસવાટથી,maanavvasvaatthi,થી,Locus,Source,,from human habitation,
,હજારો,hajaaro,,,,,thousands,
,માઈલ,mile,,,,,miles,
,"દૂર,","door,",દૂર,Direction,Direction,,away,
,મોતના,mautna,ના,Whole,Whole,,death's,Idiomatic
,જડબામાં,jabdama,માં,Locus,Locus,,in jaws,
,ફસાયેલો,fasaayelo,,,,,trapped,
,હોવા,hova,,,,,being,
,"છતાં,",chhata,,,,,"despite,",
,મેં,me,એ,Agent,Agent,,I,Erg.
,ખિસ્સામાંથી,khissamathi,માંથી,Source,Source,,from inside the pocket,
,કાગળ,kaagad,,,,,paper,
,અને,ane,,,,,and,
,ફાઉન્ટનપેન,fountainpen,,,,,fountainpen,
,કાઢયાં,kadhya,,,,,took out,
,.,.,,,,,.,
,,,,,,,,
19,થોડુંક,thoduk,,,,,little,
,હાસ્યાસ્પદ,hasyaspad,,,,,filled with laughter,This may not be an adposition but it shows constitution
,લાગે,laage,,,,,feel,
,"છે,",che,,,,,-,
,ખરૂં,kharu,,,,,correct,
,ને,ne,,,,,<filler>,
,?,?,,,,,?,
,,,,,,,,
20,પણ,pan,પણ,`,,,but,
,તરત,tarat,,,,,immediately,
,જ,j,જ,Focus,Focus,,only,
,મને,mane,ને,Experiencer,Recipient,,to me,Dat.
,યાદ,yaad,,,,,remember,
,આવ્યું,aavyu,,,,,came,
,કે,ke,,,,,that,
,મારો,maaro,નો,Gestalt,Gestalt,,my,
,અભ્યાસ,abhyaas,,,,,education,
,તો,to,,,,,<filler>,
,"ભૂગોળ,","bhugol,",,,,,geography,
,"ઇતિહાસ,","itihaas,",,,,,"history,",
,અંકગણિત,ankganit,,,,,geometry,
,અને,ane,,,,,and,
,વ્યાકરણ,vyaakaran,,,,,grammar,
,સુધી,sudhi,સુધી,Extent,Extent,,till,
,જ,j,જ,Focus,Focus,,only,
,સીમિત,seemit,,,,,limited,
,હતો,hato,,,,,was,
,.,.,,,,,.,
,,,,,,,,
21,કાંઈક,kaaink,,,,,some,
,રોષથી,roshthi,થી,Manner,Manner,,with anger,
,મેં,mai,એ,Originator,Agent,,I,Erg
,એ,e,,,,,that,
,ટચૂકડા,tachukda,,,,,little,
,બાળકને,balakne,ને,Recipient,Recipient,,to prince,Dat.
,કહ્યું,kahyu,,,,,said,
,કે,ke,,,,,that,
,મને,mane,ને,Experiencer,Recipient,,for me,Dat. disadvantage ?
,ચિત્રો,chitro,,,,,pictures,
,દોરતાં,dorta,,,,,draw,
,નથી,nathi,,,,,not,
,આવડતું,aavadtu,,,,,capable,
,.,.,,,,,.,
,,,,,,,,
22,એણે,ene,એ,Originator,Agent,,He,Erg.
,કહ્યું,kahyu,,,,,said,
,:,:,,,,,:,
,“,"""",,,,,"""",
,કાંઈ,kaai,,,,,any,
,વાંધો,vaandho,,,,,problem,
,નહીં,nahi,,,,,no,
,.,.,,,,,.,
,,,,,,,,
23,મને,mane,ને,Beneficiary,Recipient,,for me,Dat.
,એક,ek,,,,,one,
,ઘેંટું,ghentu,,,,,sheep,
,દોરી,dori,,,,,draw,
,આપો,aapo,,,,,give,
,......,.....,,,,,.....,
,”,"""",,,,,"""",
,,,,,,,,
24,પણ,pan,પણ,`,,,but,
,મેં,me,એ,Originator,Agent,,I,Erg
,તો,to,તો,Focus,Focus,,<filler>,
,કયારેય,kyaarey,,,,,ever,
,ઘેંટું,ghentu,,,,,a sheep,
,દોર્યું,doryu,,,,,drawn,
,ન,n,,,,,not,
,હતું,hatu,,,,,had,
,.,.,,,,,.,
,,,,,,,,
25,એટલે,etle,,,,,Hence,
,જે,je,,,,,those,
,બે,be,,,,,two,
,ચિત્ર,chitra,,,,,pictures,
,હું,hu,,,,,I,Nom.
,હંમેશા,hamesha,,,,,always,
,દોરતો,dorto,,,,,draw,
,હતો,hato,,,,,would,
,તેમાંનું,temanu,માંનું,Whole,Source,,of those,"Compound adp. Equivalent to ""usmese"" in Hindi"
,એક,ek,,,,,one,
,ચિત્ર,chitra,,,,,picture,
,મેં,me,એ,Originator,Agent,,I,Erg.
,એને,ene,ને,Beneficiary,Recipient,,for him,Dat.
,દોરી,dori,,,,,drew,
,બતાવ્યું,bataavyu,,,,,showed,
,.,.,,,,,.,
,,,,,,,,
26,એ,e,,,,,that,
,હતો,hato,,,,,was,
,પેલો,pelo,,,,,that,
,અજગર-બહારથી,ajgar-baharthi,બહારથી,Locus,Source,,boa-from outside,Is there a case to be madew for Direction?
,.,.,,,,,.,
,,,,,,,,
27,“,"""",,,,,"""",
,આપને,aapne,ને,Experiencer,Recipient,,to me,Form. Dat.
,વાંધો,vaandho,,,,,inconvenience,
,ન,na,,,,,not,
,હોય,hoy,,,,,is,
,તો,to,તો,`,,,if,
,મને,mane,ને,Beneficiary,Recipient,,for me,
,એક,ek,,,,,a,
,ઘેટું,ghentu,,,,,sheep,
,દોરી,dori,,,,,draw,
,આપોને,aapone,,,,,give,
,!,!,,,,,!,
,"""","""",,,,,"""",
,,,,,,,,
28,“,"""",,,,,"""",
,શું,shu,,,,,what,
,?,?,,,,,?,
,"""","""",,,,,"""",
,,,,,,,,
29,“,"""",,,,,"""",
,મને,mane,ને,Beneficiary,Recipient,,for me,
,એક,ek,,,,,a,
,ઘેટું,ghentu,,,,,sheep,
,દોરી,dori,,,,,draw,
,આપોને,aapone,,,,,give,
,!,!,,,,,!,
,”,"""",,,,,"""",
,,,,,,,,
30,વિજળી,vijadi,,,,,thunder,
,પડી,padi,,,,,striked,
,હોય,hoy,,,,,had,
,એમ,em,,,,,like that,
,હું,hu,,,,,I,Nom.
,તો,to,તો,Focus,Focus,,<filler>,
,હબકીને,habakine,,,,,after startling,Hindi equivalent 'कर'
,ઊભો,ubho,,,,,stood up,
,થઈ,thai,,,,,had,
,"ગયો,","gayi,",,,,,-,
,ને,ne,,,,,and,
,આંખો,aankho,,,,,eyes,
,પટપટાવીને,patpataavine,,,,,after blinking,Hindi equivalent 'कर'
,આજુબાજુ,aajubaaju,,,,,around,Experiencer or Locus?
,જોયું,joyu,,,,,saw,
,.,.,,,,,.,
,,,,,,,,
31,આ,aa,,,,,this,
,શું,shu,,,,,what,
,?,?,,,,,?,
,એક,ek,,,,,an,
,સાવ,saav,,,,,extremely,
,ટચૂકડો,tachukdo,,,,,little,
,બાળક,baalak,,,,,child,
,મારી,maari,ની,Direction,Direction,1:1,my,
,તરફ,taraf,તરફ,,,1:2,towards,
,અત્યંત,atyant,,,,,extremely,
,ગંભીરતાપૂર્વક,gambhirtapurvak,,,,,sincerely,
,જોઈ,joi,,,,,seeing,
,રહ્યો,rahyo,,,,,-,
,હતો,hato,,,,,was,
,.,.,,,,,.,
,,,,,,,,
32,પાછળથી,paachhadthi,પાછળથી,Time,Source,,From behind,
,મેં,me,એ,Originator,Agent,,by me,Erg.
,બનાવેલું,banaavelu,,,,,banaavelu,
,એનું,enu,નું,Topic,Topic,,its,Acc
,ચિત્ર,chitra,,,,,picture,
,તમે,tame,એ,Experiencer,Agent,,you,Erg.
,જોઈ,joi,,,,,see,
,શકશો,shaksho,,,,,be able to,
,.,.,,,,,.,
,,,,,,,,
33,પરંતુ,parantu,,,,,but,
,આ,aa,,,,,this,
,ચિત્ર,chitra,,,,,picture,
,કરતાં,karta,કરતાં,ComparisonRef,ComparisonRef,,than,
,તો,to,તો,Focus,Focus,,<filler>,
,એ,e,,,,,that,
,બાળક,baalak,,,,,child,
,અત્યંત,atyant,,,,,more,
,સુંદર,sundar,,,,,beautiful,
,અને,ane,,,,,and,
,આકર્ષક,akarshak,,,,,attractive,
,હતો,hato,,,,,was,
,.,.,,,,,.,
,,,,,,,,
34,જો,jo,,,,,though,
,કે,ke,,,,,-,
,એમાં,ema,માં,Circumstance,Circumstance,,in that,
,મારો,maaro,નો,Originator,Gestalt,,my,
,વાંક,vaank,,,,,fault,
,નથી,nathi,,,,,not,
,.,.,,,,,.,
,,,,,,,,
35,વડિલોએ,vadiloe,એ,Agent,Agent,,elders,Erg.
,મને,mane,ને,Experiencer,Recipient,,to me,Dat.
,છ,chha,,,,,six,
,વર્ષની,varashni,ની,Characteristic,Characteristic,,of age,
,કુમળી,kumdi,,,,,weak,
,વયે,vaye,એ,Time,Time,,at age,
,જ,j,જ,Focus,Focus,,only,
,ચિત્રકાર,chitrakar,,,,,painter,
,થવામાં,thavama,માં,Topic,Topic,,in becoming,
,નિરૂત્સાહ,nirutsaah,,,,,demotivated,
,કર્યો,karyo,,,,,"had been,",
,"હતો,","hato,",,,,,,
,અને,ane,,,,,and,
,તે,te,,,,,that,
,પછી,pachi,પછી,Time,Time,,after,
,પેલા,pela,,,,,that,
,અજગર,ajgar,,,,,boa,
,--,--,,,,,--,
,અંદરથી,andarthi,અંદરથી,Locus,Source,,from insider,Is there a case for Direction
,અને,ane,,,,,and,
,બહારથી,bahaarthi,બહારથી,Locus,Source,,from outside,Is there a case for Direction
,--,--,,,,,--,
,દોરવા,dorvaa,,,,,to draw,
,સિવાય,sivaay,સિવાય,PartPortion,PartPortion,,except,
,બીજું,biju,,,,,other,
,કાંઈ,kaai,,,,,anything,
,હું,hu,,,,,I,
,ચિતરી,chitri,,,,,draw,
,શક્યો,shakyo,,,,,able,
,જ,j,,,,,,
,ન,na,,,,,not,
,હતો,hato,,,,,was,
,.,.,,,,,.,
,,,,,,,,
36,હવે,have,,,,,now,
,હું,hu,,,,,I,
,મારી,maari,ની,Locus,Direction,1:1,to me,Locus?
,સામે,saame,સામે,,,1:2,opposite,
,ઉભેલી,ubheli,,,,,standing,
,આકૃતિને,akrutine,ને,Stimulus,Theme,,to statue,Dat.
,તાકી,taaki,,,,,continuously,
,તાકીને,taakine,ને,Manner,Manner,,in a continuous fashion,
,જોવા,jova,,,,,staring,
,લાગ્યો,laagyo,,,,,kept,
,.,.,,,,,.,
,,,,,,,,
37,મને,mane,ને,Experiencer,Recipient,,to me,Dat.
,થયું,thayu,,,,,happened,
,કે,ke,,,,,that,
,મારી,maari,ની,Whole,Whole,,my,
,આંખોના,aankhona,ના,Whole,Whole,,of eyes,
,ડોળા,doda,,,,,pupils,
,અને,ane,,,,,and,
,હું,hu,,,,,I,
,આશ્ચર્યચકિત,ascharyachakit,,,,,surprised,
,રહી,rahi,,,,,left,
,ગયો,gayo,,,,,was,
,જ્યારે,jyaare,,,,,when,
,એ,ae,,,,,that,
,ટચૂકડા,tachukda,,,,,little,
,મહાપુરુષે,mahapurushe,એ,Originator,Agent,,great,Erg.
,કહ્યું,kahyu,,,,,said,
,:,:,,,,,:,
,"“ના,","""Naa,",,,,,"""No,",
,"ના,","naa,",,,,,"no,",
,ના,naa,,,,,no,
,!,!,,,,,!,
,મારે,maare,ને,Experiencer,Recipient,,for me,
,હાથી,haathi,,,,,elephant,
,ગળેલો,gadelo,,,,,swallowed,
,અજગર,ajgar,,,,,boa,
,નથી,nathi,,,,,not,
,જોઈતો,joito,,,,,required,
,.,.,,,,,.,
,,,,,,,,
38,અજગર,ajgar,,,,,boa,
,તો,to,તો,Focus,Focus,,<filler>,
,બહુ,bahu,,,,,extremely,
,જ,j,જ,Focus,Focus,,,
,ભયાનક,bhayaanak,,,,,scary,
,પ્રાણી,praani,,,,,creature,
,"છે,","chhe,",,,,,"is,",
,અને,ane,,,,,and,
,હાથીભાઈ,haathibhai,,,,,the elephant,
,તો,to,તો,Focus,Focus,,<filler>,
,કેવા,keva,,,,,how,
,અઢળક,adhhadak,,,,,abundant,
,અને,ane,,,,,and,
,વળી,vadi,,,,,on the contrary,
,સાવ,saav,,,,,completely,
,જ,j,જ,Focus,Focus,,only,
,વાંકાચૂકા,vaankachuka,,,,,haphazard,
,!,!,,,,,!,
,,,,,,,,
39,પણ,pan,પણ,`,,,but,
,હું,hu,,,,,I,Nom.
,જ્યાં,jyaa,,,,,where,
,રહું,rahu,,,,,live,
,છું,chhu,,,,,-,
,ત્યાં,tyaa,,,,,there,
,તો,toh,તો,Focus,Focus,,<filler>,
,બધું,badhu,,,,,everything,
,જ,j,જ,Focus,Focus,,only,
,સાવ,saav,,,,,completely,
,નાનુંનાનું,naanunaanu,,,,,small,
,છે,chhe,,,,,-,
,.,.,,,,,.,
,,,,,,,,
40,મારે,maare,ને,Experiencer,Recipient,,for me,Dat.
,તે,te,,,,,that,
,બસ,bas,,,,,only,
,ઘેટું,ghetu,,,,,sheep,
,જોઈએ,joie,,,,,want,
,છે,chhe,,,,,-,
,.,.,,,,,.,
,,,,,,,,
41,મને,mane,ને,Experiencer,Recipient,,for me,Dat.
,ઘેટું,ghetu,,,,,sheep,
,જ,j,,,,,only,
,દોરી,dori,,,,,draw,
,આપો,aapo,,,,,give,
,.,.,,,,,.,
,”,"""",,,,,"""",
,,,,,,,,
42,એટલે,etle,,,,,"Hence,",
,મેં,me,એ,Originator,Agent,,I,Erg.
,એને,ene,ને,Beneficiary,Recipient,,for him,Dat.
,એક,ek,,,,,a,
,ઘેટાનું,ghentanu,નું,Topic,Topic,,of sheep,
,ચિત્ર,chitra,,,,,picture,
,દોરી,dori,,,,,draw,
,આપ્યું,aapyu,,,,,give,
,.,.,,,,,.,
,,,,,,,,
43,એણે,ene,એ,Experiencer,Agent,,He,Erg. Two conflicting SRs Experiencer/Originator
,ચિત્રને,chitrane,ને,Stimulus,Theme,,at picture,
,ધ્યાનપૂર્વક,dhyaanpurvak,,,,,meticulously,
,જોયું,joyu,,,,,saw,
,અને,ane,,,,,and,
,કહ્યું,kahyu,,,,,said,
,:,:,,,,,:,
,“,"""",,,,,"""",
,ના.,Naa.,,,,,No.,
,ના.,Naa.,,,,,No.,
,આ,Aa,,,,,this,
,ઘેટું,ghentu,,,,,sheep,
,ખૂબ,khoob,,,,,very,
,માંદલું,maandlu,,,,,sick,
,છે,chhe,,,,,is,
,.,.,,,,,.,
,,,,,,,,
44,મને,mane,ને,Beneficiary,Recipient,,for me,Dat.
,બીજું,biju,,,,,another,
,બનાવી,banaavi,,,,,draw,
,આપો,aapo,,,,,give,
,.,.,,,,,.,
,”,"""",,,,,"""",
,,,,,,,,
45,એટલે,etle,,,,,Hence,
,મેં,me,એ,Originator,Agent,,I,Erg.
,વળી,vadi,,,,,then,
,બીજું,biju,,,,,another,
,ચિત્ર,chitra,,,,,picture,
,બનાવ્યું,banaavyu,,,,,drew,
,.,.,,,,,.,
,,,,,,,,
46,ત્યારે,Tyaare,,,,,then,
,મારા,maara,ના,SocialRel,Gestalt,,my,
,નાનકડા,naanakda,,,,,little,
,દોસ્તે,doste,એ,Experiencer,Agent,,friend,Erg.
,હળવેકથી,hadvekthi,થી,Manner,Manner,,slyly,
,સ્મિત,smeet,,,,,smile,
,કર્યું,karyu,,,,,-,
,.,.,,,,,.,
,,,,,,,,
47,“,"""",,,,,"""",
,આ,aa,,,,,this,
,ઘેટું,ghetu,,,,,sheep,
,નથી,nathi,,,,,is not,
,.,.,,,,,.,
,,,,,,,,
48,આ,aa,,,,,this,
,તો,to,તો,Focus,Focus,,<filler>,
,બકરી,bakri,,,,,a goat,
,છે,che,,,,,-,
,.,.,,,,,.,
,,,,,,,,
49,એને,ene,ને,Whole,Theme,,it ,Acc.
,તો,to,તો,Focus,Focus,,<filler>,
,શીંગડાં,shingada,,,,,horns,
,છે,che,,,,,has,
,.,.,,,,,.,
